question,type,choice1,c1,choice2,c2,choice3,c3,choice4,c4,choice5,c5,explanation
"Who is responsible for crime, policing and immigration?",Government and the law,The Chancellor of the Exchequer,FALSE,The Foreign Secretary,FALSE,The Speaker,FALSE,The Home Secretary,TRUE,,,"The Home Secretary is responsible for crime, policing and immigration."
What kind of genre was the film Wallace and Gromit created by Nick Park?,Arts and culture,A soap opera,FALSE,A silent movie,FALSE,An animated film,TRUE,An action film,FALSE,,,"Nick Park won four Oscars for his animated films, including three for films featuring Wallace and Gromit."
"Anyone who is violent towards their partner, whether they are a man or a woman, married or living together, can be prosecuted.",Government and the law,TRUE,TRUE,FALSE,FALSE,,,,,,,"true. Anyone who is violent towards their partner, whether they are a man or a woman, married or living together, can be prosecuted."
When was the United Nations set up?,Global relations,After the First World War.,FALSE,After the Second World War.,TRUE,Before the First World War.,FALSE,Before the Second World War.,FALSE,,,The UN was set up after the Second World War and aims to prevent war and promote international peace and security.
Where is the Giant's Causeway located?,Geography and landmarks,Scotland,FALSE,England,FALSE,Wales,FALSE,Northern Ireland,TRUE,,,The Giant's Causeway is a land formation of columns made from volcanic lava located on the north-east coast of Northern Ireland. It was formed about 50 million years ago. There are many legends about the Causeway and how it was formed.
"What happened to Mary, Queen of Scots, after being sent to prison for 20 years by her cousin Queen Elizabeth I?",Historical events,She got married.,FALSE,She was sent to France.,FALSE,She was executed.,TRUE,She was sent to Scotland.,FALSE,,,"Mary was executed, accused of plotting against Elizabeth I."
Which tribe came to Britain from northern Europe after the Romans left in AD 410?,Historical events,The Gepids,FALSE,The Jutes,TRUE,The Frisians,FALSE,The Burgundians,FALSE,,,"Britain was invaded by tribes from northern Europe: the Jutes, the Angles and the Saxons."
What is one of the highest-grossing film franchises produced in the UK?,Arts and culture,James Bond,TRUE,Star Wars,FALSE,The Lord of the Rings,FALSE,Superman,FALSE,,,"Some of the most commercially successful films of all time, including the two highest-grossing film franchises (Harry Potter and James Bond), have been produced in the UK."
"Who can hear cases in Youth Courts in England, Wales and Northern Ireland (two answers)?",Government and the law,Specially trained magistrates.,TRUE,Social workers.,FALSE,District judges.,TRUE,Members of the public.,FALSE,,,"In England, Wales and Northern Ireland, if an accused person is aged 10 to 17, the case is normally heard in a Youth Court in front of up to three specially trained magistrates or a District Judge."
Who came from the Netherlands to become the British monarch?,Historical figures,William II,FALSE,Charles II,TRUE,Edward II,FALSE,George II,FALSE,,,"In May 1660, Parliament invited Charles II to come back from exile in the Netherlands. He was crowned King Charles II of England, Wales, Scotland and Ireland."
Who can apply for the National Citizen Service programme?,Government and the law,14- and 15-year-olds,FALSE,15- and 16-year-olds,FALSE,16- and 17-year-olds,TRUE,17- and 18-year-olds,FALSE,,,"The National Citizen Service programme gives 16- and 17-year-olds the opportunity to enjoy outdoor activities, develop their skills and take part in a community project."
"Nick Park has won four Oscars for his animated films, including three for films featuring:",Arts and culture,Chariots of Fire,FALSE,Wallace and Gromit,TRUE,Four Weddings and a Funeral,FALSE,Women in Love,FALSE,,,"Nick Park, who has won four Oscars for his animated films, including three for films featuring Wallace and Gromit."
Who was the British scientist who co-discovered the structure of the DNA molecule in the 1950s?,Historical figures,Sir Ian Wilmot,FALSE,Keith Campbell,FALSE,James Watt,FALSE,Francis Crick,TRUE,,,"The structure of the DNA molecule was discovered in 1953 through work at British universities in London and Cambridge. This discovery contributed to many scientific advances, particularly in medicine and fighting crime. Francis Crick (1916-2004), was one of those awarded the Nobel Prize for this discovery."
What percentage of the UK population has a parent or grandparent born outside of the UK?,Demographics,Around 5%,FALSE,Around 10%,TRUE,Around 15%,FALSE,Around 20%,FALSE,,,Nearly 10% of the population has a parent or grandparent born outside the UK.
How old do you have to be to drive a moped in the UK?,Government and the law,15 years old,FALSE,16 years old,TRUE,17 years old,FALSE,18 years old,FALSE,,,"In the UK, you need to be at least 16 years old to ride a moped, and there are other age requirements and special tests for driving large vehicles."
Who was the leader of the Labour Party who introduced a Scottish Parliament and a Welsh Assembly?,Historical figures,James Callaghan,FALSE,Clement Attlee,FALSE,Gordon Brown,FALSE,Tony Blair,TRUE,,,In 1997 the Labour Party led by Tony Blair was elected. The Blair government introduced a Scottish Parliament and a Welsh Assembly.
What is the maximum amount you can claim through the small claims procedure in Scotland and Northern Ireland?,Government and the law,"£3,000",TRUE,"£5,000",FALSE,"£8,000",FALSE,"£10,000",FALSE,,,"The small claims procedure is an informal way of helping people to settle minor disputes without spending a lot of time and money using a lawyer. This procedure is used for claims of less than £10,000 in England and Wales and £3,000 in Scotland and Northern Ireland."
Which historical monument did William the Conqueror build?,Historical events,St Paul's Cathedral,FALSE,The Cenotaph,FALSE,Dumfries House,FALSE,The White Tower,TRUE,,,"The White Tower in the Tower of London is an example of a Norman castle keep, built on the orders of William the Conqueror."
Who became Prime Minister after Margaret Thatcher and played an important part in the Northern Ireland peace process?,Historical figures,James Callaghan,FALSE,John Major,TRUE,Tony Blair,FALSE,Harold Wilson,FALSE,,,John Major became Prime Minister after Margaret Thatcher and played an important part in the Northern Ireland peace process.
Who should you contact to report a terrorist activity?,Government and the law,Your local Council.,FALSE,Your local MP.,FALSE,Your local police force.,TRUE,The Prime Minister.,FALSE,,,"If you think someone is trying to persuade you to join an extremist or terrorist cause, you should notify your local police force."
"Which Paralympic athlete has won gold medals for swimming at the 2008, 2012 and 2016 Paralympic Games?",Sports and recreation,Sophie Christiansen,FALSE,Ellie Simmonds,TRUE,Baroness Tanni Grey-Thompson,FALSE,David Weir,FALSE,,,"Ellie Simmonds is a Paralympian who won gold medals for swimming at the 2008, 2012 and 2016 Paralympic Games and holds a number of world records. She was the youngest member of the British team at the 2008 Games."
"Each of the UK countries is associated with a flower symbol, which country is associated with the rose?",Geography and landmarks,Wales,FALSE,Northern Ireland,FALSE,Scotland,FALSE,England,TRUE,,,"The countries that make up the UK all have flowers which are particularly associated with them and which are sometimes worn on national saints' days. The flowers associated to each country are as follows: England, the rose, Scotland, the thistle, Wales, the daffodil and Northern Ireland, the shamrock."
Isambard Kingdom Brunel was responsible for:,Historical figures,The construction of the Great Western Railway.,TRUE,The invention of the television.,FALSE,The construction of the Tower of London.,FALSE,The discovery of insulin.,FALSE,,,"Brunel was originally from Portsmouth, England. He was an engineer who built tunnels, bridges, railway lines and ships. He was responsible for constructing the Great Western Railway, which was the first major railway built in Britain. It runs from Paddington Station in London to the south west of England, the West Midlands and Wales."
What is the Commonwealth?,Government and the law,An organization responsible for the protection and promotion of human rights in its member countries.,FALSE,A group of European and North American countries that have agreed to help each other if they come under attack.,FALSE,An association of countries that support each other and work together towards shared goals in democracy and development.,TRUE,An international organization that aims to prevent war and promote international peace and security.,FALSE,,,"The Commonwealth is an association of countries that support each other and work together towards shared goals in democracy and development. Most member states were once part of the British Empire, although a few countries which were not have also joined."
Under which name was the movement of opinion against the authority of the Pope during the times of Henry VIII known?,Historical events,The Spanish Inquisition,FALSE,The Holy Wars,FALSE,The Reformation,TRUE,The Enlightenment,FALSE,,,The correct answer is the Reformation.
What did Isaac Newton discover?,Historical figures,Gravity,TRUE,Penicillin,FALSE,Insulin,FALSE,Lightbulb,FALSE,,,"Newton's most famous published work was Philosophiae Naturalis Principia Mathematica ('Mathematical Principle of Natural Philosophy'), which showed how gravity applied to the whole universe. Newton also discovered that white light is made up of the colours of the rainbow."
What kind of movies did Academy Award winner Nick Park specialise in?,Arts and culture,Action movies,FALSE,Animated movies,TRUE,Thrillers,FALSE,Horror movies,FALSE,,,"Britain continues to be particularly strong in special effects and animation. One example is the work of Nick Park, who has won four Oscars for his animated films, including three for films featuring Wallace and Gromit."
Which of the following is not a constitutional institution?,Government and the law,The Parliament,FALSE,The cabinet,FALSE,The armed forces,TRUE,The police,FALSE,,,"Constitutional institutions in the UK include: the monarchy, the Parliament (the House of Commons and the House of Lords), the Prime Minister, the cabinet, the judiciary (courts), the police, the civil service and the local government. The armed forces are not a constitutional institution."
What food shortage caused the famine in Ireland?,Historical events,Corn,FALSE,Potato,TRUE,Wheat,FALSE,Oats,FALSE,,,"In the middle of the century the potato crop failed, and Ireland suffered a famine. A million people died from disease and starvation."
The leader of the opposition appoints senior opposition MPs. They form a group whose role is to challenge the government and put forward alternative policies. What are they called?,Government and the law,Shadow Cabinet,TRUE,Lobby groups,FALSE,Civil servants,FALSE,Support peers,FALSE,,,The leader of the opposition appoints senior opposition MPs to be 'shadow ministers'. Their role is to challenge the government and put forward alternative policies. They form the shadow cabinet.
Which of the following are TWO responsibilities of the MPs?,Government and the law,Protect life and property,FALSE,Represent everyone in their constituency,TRUE,Help to create new laws,TRUE,Scrutinise and comment on what the monarch is doing,FALSE,,,"MPs responsibilities include: to represent everyone in their constituency, to help to create new laws, to scrutinise and comment on what the government is doing and to debate important national issues."
Who was the longest serving PM in the 20th century?,Historical figures,John Major,FALSE,Sir Alec Douglas-Home,FALSE,Robert Walpole,FALSE,Margaret Thatcher,TRUE,,,"Margaret Thatcher was the first woman Prime Minister of the UK. She was the longest-serving Prime Minister of the 20th century, remaining in office from 1979 until 1990."
What name is given to the territories which are linked to the UK but not part of it?,Geography and landmarks,Crown Dependencies,TRUE,Offshore Territories,FALSE,Crown Independencies,FALSE,British Colonies,FALSE,,,There are several islands which are closely linked with the UK but are not part of it: the Channel Islands and the Isle of Man. These have their own governments and are called 'Crown dependencies'.
What area did David Hume contribute to during the Enlightenment?,Historical figures,Architecture,FALSE,Poetry,FALSE,Cinema,FALSE,Philosophy,TRUE,,,David Hume was a famous philosopher who developed ideas about human nature during the 18th century and that have continued to influence philosophers over the years.
What proportion of the population died as a result of the Black Death in England?,Historical events,Half of the population,FALSE,One third of the population,TRUE,55% of the population,FALSE,One quarter of the population,FALSE,,,"As a result of the Black Death, one third of the population of England died and a similar proportion in Scotland and Wales."
What happened to Charles I after he was in prison?,Historical events,He moved to Spain,FALSE,He became a priest,FALSE,He escaped to France,FALSE,He was executed,TRUE,,,"Charles I's army was defeated at the Battles of Marston Moor and Naseby. Charles was held prisoner by the parliamentary army. As he was unwilling to reach any agreement with the Parliament, in 1649 he was executed."
What are TWO responsibilities of the monarch?,Government and the law,To appoint the members of the cabinet,FALSE,"To advise, warn and encourage the Prime Minister's decisions on government policies",TRUE,To debate important national issues,FALSE,To appoint the government,TRUE,,,"The monarch does not rule the country but appoints the government, which the people have chosen in a democratic election. The monarch also has regular meetings with the Prime Minister and can advise, warn and encourage, but the decisions on government policies are made by the Prime Minister and cabinet."
What kind of disaster was the Black Death?,Historical events,A plague,TRUE,An earthquake,FALSE,A famine,FALSE,A civil war,FALSE,,,"The Black Death was a disease, probably a form of plague, that came to Britain in 1348."
What country was in conflict with the UK for trading reasons during the 18th century?,Global relations,Andorra,FALSE,Germany,FALSE,France,TRUE,Luxembourg,FALSE,,,"During the 18th century, trading and settlements overseas sometimes brought Britain into conflict with other countries, particularly France, which was expanding and trading in a similar way in many of the same areas of the world."
"The Speaker is an MP, he or she represents a constituency and deals with the constituents.",Government and the law,TRUE,TRUE,FALSE,FALSE,,,,,,,This statement is true.
"Where is Skara Brae, the best preserved prehistoric village in northern Europe, located?",Geography and landmarks,Scotland,TRUE,Wales,FALSE,England,FALSE,Northern Ireland,FALSE,,,"Skara Brae on Orkney, off the north coast of Scotland, is the best preserved prehistoric village in northern Europe."
Which of the following plays was written by William Shakespeare?,Arts and culture,MacBeth,TRUE,The Canterbury Tales,FALSE,Doctor Faustus,FALSE,The Mikado,FALSE,,,William Shakespeare's most famous plays include MacBeth.
Where was William the Conqueror from?,Historical events,Italy,FALSE,Portugal,FALSE,France,TRUE,Ireland,FALSE,,,"William the Conqueror was the Duke of Normandy (now northern France). He defeated Harold, the Saxon king of England, at the Battle of Hastings in 1066."
How do you call the settlers from the Netherlands who went to war with the British in South Africa?,Historical events,Blacksmiths,FALSE,Boers,TRUE,Conquistadors,FALSE,Beefeaters,FALSE,,,The British went to war in South Africa with settlers from the Netherlands called the Boers. The Boers fought fiercely and the war went on for over three years.
"In Northern Ireland, up to three specially trained magistrates or a District Judge are required for Youth Court cases.",Government and the law,TRUE,TRUE,FALSE,FALSE,,,,,,,This statement is true.
What made Roger Bannister famous?,Sports and recreation,He was the first man in the world to run a mile in under four minutes.,TRUE,He won gold medals for ice dancing at the Olympic Games in 1984.,FALSE,He won gold medals in rowing in five consecutive Olympic Games.,FALSE,He was the first British to climb Mount Everest.,FALSE,,,"Sir Roger Bannister was the first man in the world to run a mile in under four minutes, in 1954."
Who was invited to invade and rule England in 1688?,Historical events,The Duke of Medina Sidonia,FALSE,Napoleon,FALSE,King Philip II of Spain,FALSE,William of Orange,TRUE,,,"In 1688, important Protestants in England asked William of Orange to invade England and proclaim himself king."
Who was defeated at the Battle of the Boyne?,Historical events,James I,FALSE,James II,TRUE,Richard I,FALSE,Richard II,FALSE,,,William of Orange defeated James II at the Battle of the Boyne in Ireland in 1690.
What did the Factories Act of 1847 introduce?,Government and the law,It limited the number of hours that everybody could work to 10 hours per day.,FALSE,It increased the number of hours that women and children could work to 12 hours per day.,FALSE,It increased the number of hours that men could work to 12 hours per day.,FALSE,It limited the number of hours that women and children could work to 10 hours per day.,TRUE,,,The Factories Act of 1847 limited the number of hours that women and children could work to 10 hours per day.
What name is given to the group of MPs from the opposition?,Government and the law,Roundheads,FALSE,Cavaliers,FALSE,Shadow Cabinet,TRUE,Quakers,FALSE,,,Opposition MPs form the shadow cabinet and their role is to challenge the government and put forward alternative policies.
In which of the following matters can the Scottish Parliament legislate?,Government and the law,Education,TRUE,Immigration,FALSE,Security,FALSE,Defence,FALSE,,,"The Scottish Parliament can legislate on: civil and criminal law, health, education, planning and additional tax-raising powers."
Which of these statements is correct?,Custom,Sake Dean Mahomet introduced curry houses and shampooing to Britain from India.,TRUE,Sake Dean Mahomet is famous for introducing tea-drinking and bungalows to Britain from India.,FALSE,,,,,,,"In 1810 he opened the Hindoostanee Coffee House in George Street, London. It was the first curry house to open in Britain. Mahomet and his wife also introduced 'shampooing', the Indian art of head massage, to Britain."
Which of the following party is not a UK House of Commons composition,Custom,Extremist,TRUE," 	Green",FALSE,Social Democratic and Labour Party,FALSE,Scottish National Party,FALSE,,,
