"question","type","choice1","c1","choice2","c2","choice3","c3","choice4","c4","choice5","c5","explanation"
"Which of the following are TWO responsibilities of the MPs?","Government and the law","Protect life and property","false","Represent everyone in their constituency","true","Help to create new laws","true","Scrutinise and comment on what the monarch is doing","false","","","MPs responsibilities include: to represent everyone in their constituency, to help to create new laws, to scrutinise and comment on what the government is doing and to debate important national issues."
"Who was the longest serving PM in the 20th century?","Historical figures","John Major","false","Sir Alec Douglas-Home","false","Robert Walpole","false","Margaret Thatcher","true","","","Margaret Thatcher was the first woman Prime Minister of the UK. She was the longest-serving Prime Minister of the 20th century, remaining in office from 1979 until 1990."
"What name is given to the territories which are linked to the UK but not part of it?","Geography and landmarks","Crown Dependencies","true","Offshore Territories","false","Crown Independencies","false","British Colonies","false","","","There are several islands which are closely linked with the UK but are not part of it: the Channel Islands and the Isle of Man. These have their own governments and are called 'Crown dependencies'."
"What area did David Hume contribute to during the Enlightenment?","Historical figures","Architecture","false","Poetry","false","Cinema","false","Philosophy","true","","","David Hume was a famous philosopher who developed ideas about human nature during the 18th century and that have continued to influence philosophers over the years."
"What proportion of the population died as a result of the Black Death in England?","Historical events","Half of the population","false","One third of the population","true","55% of the population","false","One quarter of the population","false","","","As a result of the Black Death, one third of the population of England died and a similar proportion in Scotland and Wales."
"What happened to Charles I after he was in prison?","Historical events","He moved to Spain","false","He became a priest","false","He escaped to France","false","He was executed","true","","","Charles I's army was defeated at the Battles of Marston Moor and Naseby. Charles was held prisoner by the parliamentary army. As he was unwilling to reach any agreement with the Parliament, in 1649 he was executed."
"What are TWO responsibilities of the monarch?","Government and the law","To appoint the members of the cabinet","false","To advise, warn and encourage the Prime Minister's decisions on government policies","true","To debate important national issues","false","To appoint the government","true","","","The monarch does not rule the country but appoints the government, which the people have chosen in a democratic election. The monarch also has regular meetings with the Prime Minister and can advise, warn and encourage, but the decisions on government policies are made by the Prime Minister and cabinet."
"What kind of disaster was the Black Death?","Historical events","A plague","true","An earthquake","false","A famine","false","A civil war","false","","","The Black Death was a disease, probably a form of plague, that came to Britain in 1348."
"What country was in conflict with the UK for trading reasons during the 18th century?","Global relations","Andorra","false","Germany","false","France","true","Luxembourg","false","","","During the 18th century, trading and settlements overseas sometimes brought Britain into conflict with other countries, particularly France, which was expanding and trading in a similar way in many of the same areas of the world."
"The Speaker is an MP, he or she represents a constituency and deals with the constituents.","Government and the law","TRUE","true","FALSE","false","","","","","","","This statement is true."
"Where is Skara Brae, the best preserved prehistoric village in northern Europe, located?","Geography and landmarks","Scotland","true","Wales","false","England","false","Northern Ireland","false","","","Skara Brae on Orkney, off the north coast of Scotland, is the best preserved prehistoric village in northern Europe."
"Which of the following plays was written by William Shakespeare?","Arts and culture","MacBeth","true","The Canterbury Tales","false","Doctor Faustus","false","The Mikado","false","","","William Shakespeare's most famous plays include MacBeth."
"Where was William the Conqueror from?","Historical events","Italy","false","Portugal","false","France","true","Ireland","false","","","William the Conqueror was the Duke of Normandy (now northern France). He defeated Harold, the Saxon king of England, at the Battle of Hastings in 1066."
"How do you call the settlers from the Netherlands who went to war with the British in South Africa?","Historical events","Blacksmiths","false","Boers","true","Conquistadors","false","Beefeaters","false","","","The British went to war in South Africa with settlers from the Netherlands called the Boers. The Boers fought fiercely and the war went on for over three years."
"In Northern Ireland, up to three specially trained magistrates or a District Judge are required for Youth Court cases.","Government and the law","TRUE","true","FALSE","false","","","","","","","This statement is true."
"What made Roger Bannister famous?","Sports and recreation","He was the first man in the world to run a mile in under four minutes.","true","He won gold medals for ice dancing at the Olympic Games in 1984.","false","He won gold medals in rowing in five consecutive Olympic Games.","false","He was the first British to climb Mount Everest.","false","","","Sir Roger Bannister was the first man in the world to run a mile in under four minutes, in 1954."
"Who was invited to invade and rule England in 1688?","Historical events","The Duke of Medina Sidonia","false","Napoleon","false","King Philip II of Spain","false","William of Orange","true","","","In 1688, important Protestants in England asked William of Orange to invade England and proclaim himself king."
"Who was defeated at the Battle of the Boyne?","Historical events","James I","false","James II","true","Richard I","false","Richard II","false","","","William of Orange defeated James II at the Battle of the Boyne in Ireland in 1690."
"What did the Factories Act of 1847 introduce?","Government and the law","It limited the number of hours that everybody could work to 10 hours per day.","false","It increased the number of hours that women and children could work to 12 hours per day.","false","It increased the number of hours that men could work to 12 hours per day.","false","It limited the number of hours that women and children could work to 10 hours per day.","true","","","The Factories Act of 1847 limited the number of hours that women and children could work to 10 hours per day."
"What name is given to the group of MPs from the opposition?","Government and the law","Roundheads","false","Cavaliers","false","Shadow Cabinet","true","Quakers","false","","","Opposition MPs form the shadow cabinet and their role is to challenge the government and put forward alternative policies."
"In which of the following matters can the Scottish Parliament legislate?","Government and the law","Education","true","Immigration","false","Security","false","Defence","false","","","The Scottish Parliament can legislate on: civil and criminal law, health, education, planning and additional tax-raising powers."
